category,doc_class,filename,is_attack,sig_accept,sig_reason,hash_accept,hash_reason,dpm_accept,dpm_reason
attack_A2_metadata/e_hide_and_replace,invoice,invoice_002.pdf,True,True,sig_valid,False,hash_mismatch,False,r_catalog
attack_A2_metadata/e_hide_and_replace,invoice,invoice_003.pdf,True,True,sig_valid,False,hash_mismatch,False,r_catalog
attack_A2_metadata/e_hide_and_replace,invoice,invoice_004.pdf,True,True,sig_valid,False,hash_mismatch,False,r_catalog
attack_A2_metadata/e_hide_and_replace,invoice,invoice_005.pdf,True,True,sig_valid,False,hash_mismatch,False,r_catalog
attack_A2_metadata/e_hide_and_replace,invoice,invoice_006.pdf,True,True,sig_valid,False,hash_mismatch,False,r_catalog
attack_A3_scapy,admin_record,admin_record_001.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,admin_record,admin_record_002.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,admin_record,admin_record_003.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,admin_record,admin_record_004.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,admin_record,admin_record_005.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,admin_record,admin_record_006.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,certificate,certificate_001.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,certificate,certificate_002.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,certificate,certificate_003.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,certificate,certificate_004.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,certificate,certificate_005.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,certificate,certificate_006.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,invoice,invoice_001.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,invoice,invoice_002.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,invoice,invoice_003.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,invoice,invoice_004.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,invoice,invoice_005.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
attack_A3_scapy,invoice,invoice_006.pdf,True,False,signed_range_mutated,False,hash_mismatch,False,r_semeq
